"Dilution","Content",".copy","Sample","T.0","T.10","T.20","T.30","T.40","T.50","T.60","T.70","T.80","T.90","T.100","T.110","T.120","T.130","T.140","T.150","T.160","T.170","T.180","T.190","T.200","T.210","T.220","T.230","T.240","T.250","T.260","T.270","T.280","T.290","T.300","T.310","T.320","T.330","T.340","T.350","T.360","T.370","T.380","T.390","T.400","T.410","T.420","T.430","T.440","T.450","T.460","T.470","T.480","T.490","T.500","T.510","T.520","T.530","T.540","T.550","T.560","T.570","T.580","T.590","T.600","T.610","T.620","T.630","T.640","T.650","T.660","T.670","T.680","T.690","T.700","T.710","T.720","T.730","T.740","T.750","T.760","T.770","T.780","T.790","T.800","T.810","T.820","T.830","T.840","T.850","T.860","T.870","T.880","T.890","T.900","T.910","T.920","T.930","T.940","T.950","T.960","T.970","T.980","T.990","T.1000","T.1010","T.1020","T.1030","T.1040","T.1050","T.1060","T.1070","T.1080"
0,"White",2,"Un_0048 1/1",0.0973795,0.0825119,0.0813233,0.0804529,0.0795221,0.0792972,0.0787295,0.0786467,0.0785428,0.0781539,0.0784704,0.078488,0.0785874,0.0780918,0.0782301,0.0782185,0.078463,0.0783375,0.0786377,0.0788096,0.0792234,0.080017,0.0803168,0.0815165,0.0828271,0.0846225,0.0869748,0.0901509,0.0937747,0.0980959,0.103897,0.110399,0.117325,0.125594,0.134696,0.143761,0.154246,0.165269,0.177514,0.186989,0.198619,0.214907,0.22207,0.232594,0.242515,0.252742,0.262535,0.273673,0.283772,0.294167,0.305019,0.314363,0.324051,0.334305,0.344315,0.353219,0.363204,0.374455,0.384606,0.394292,0.403949,0.412951,0.42166,0.431704,0.437827,0.444501,0.450428,0.456865,0.461886,0.468527,0.47196,0.476814,0.481311,0.483694,0.486114,0.490224,0.49208,0.493844,0.496419,0.498489,0.499333,0.501905,0.503803,0.504045,0.506869,0.508236,0.508548,0.509463,0.510855,0.511531,0.513293,0.514901,0.515845,0.517516,0.517291,0.518759,0.519841,0.520174,0.521874,0.522878,0.522656,0.523979,0.525466,0.525913,0.526926,0.527487,0.528659,0.529625,0.5309
2,"White",3,"Un_0049 1/1",0.137305,0.101881,0.0981296,0.0968876,0.0957057,0.094704,0.0951597,0.0951081,0.0952966,0.0952788,0.0951064,0.0944682,0.0949318,0.0946287,0.094314,0.0939442,0.0942032,0.0940801,0.0937562,0.0939275,0.0940253,0.0937686,0.0937957,0.0938529,0.0938964,0.0940795,0.093956,0.0937443,0.0935487,0.0938438,0.0939974,0.0936975,0.0939916,0.0938426,0.093801,0.0940852,0.093859,0.0940308,0.0941089,0.0939266,0.0940534,0.0942216,0.0942016,0.094118,0.0940224,0.094171,0.0945938,0.0947622,0.0945623,0.0947699,0.094908,0.094657,0.0946944,0.0946693,0.0947641,0.0945373,0.0950376,0.0950993,0.0954048,0.0956179,0.0951472,0.0953072,0.0951239,0.0949945,0.0950958,0.0953842,0.0959056,0.0961836,0.0951388,0.0956419,0.0954213,0.0956141,0.0952579,0.0956158,0.0959025,0.096901,0.0957709,0.0961556,0.0960316,0.0960863,0.0958855,0.0962077,0.0967779,0.0970159,0.0966053,0.0966867,0.0962207,0.0961333,0.095954,0.0960646,0.0969261,0.0972144,0.0967736,0.0967461,0.0966463,0.0967825,0.096605,0.0966329,0.0968514,0.0975302,0.0976777,0.0972709,0.0971627,0.0972494,0.097092,0.0966646,0.0964142,0.0968597,0.097683
1,"White",3,"Un_0050 1/1",0.138283,0.10902,0.106646,0.104523,0.103848,0.102697,0.102409,0.101704,0.101788,0.101827,0.101559,0.100959,0.101467,0.100957,0.100672,0.100543,0.100045,0.0999967,0.100035,0.0998593,0.0997941,0.100085,0.0991678,0.0991815,0.0990016,0.0989088,0.0988064,0.098671,0.0987166,0.0983599,0.0987624,0.0984306,0.0984997,0.0984801,0.0980927,0.0984259,0.0985817,0.0984044,0.098474,0.0983433,0.0984699,0.0982315,0.0985294,0.0980881,0.0980719,0.0982064,0.0980823,0.0980385,0.0984562,0.0983471,0.0984798,0.0978263,0.098107,0.0977937,0.0980131,0.0981528,0.0979717,0.0982707,0.0981251,0.0981857,0.0978816,0.0979817,0.0976577,0.0980785,0.0975571,0.0979397,0.0974654,0.0979125,0.0977333,0.0977984,0.0979032,0.0975999,0.0976583,0.0975564,0.0976079,0.0978997,0.0979374,0.097739,0.0979513,0.098045,0.0974301,0.09774,0.0978831,0.0977509,0.0982076,0.0981325,0.097818,0.0976117,0.0976656,0.0978785,0.0980347,0.0977652,0.0977411,0.0978548,0.0979688,0.0977846,0.0978578,0.0982389,0.0980769,0.097844,0.0977575,0.0979113,0.0980072,0.0982873,0.0979611,0.0973672,0.0972451,0.097478,0.0978805
0.5,"White",3,"Un_0051 1/1",0.125439,0.1082,0.106394,0.105927,0.105078,0.104577,0.104161,0.103443,0.103402,0.103359,0.102859,0.102921,0.10277,0.10266,0.102837,0.10278,0.103042,0.102866,0.102753,0.102709,0.10326,0.103019,0.103217,0.10326,0.103634,0.103883,0.10373,0.103865,0.104039,0.103736,0.104511,0.104305,0.104402,0.104827,0.104858,0.104904,0.105251,0.105119,0.105509,0.105472,0.105434,0.105926,0.105645,0.106175,0.106033,0.106015,0.106216,0.10652,0.107036,0.107275,0.107072,0.10681,0.107229,0.107231,0.107558,0.107742,0.107886,0.108462,0.108397,0.108721,0.108666,0.108727,0.109057,0.109195,0.109138,0.109535,0.109566,0.110099,0.110247,0.110586,0.110858,0.111071,0.110992,0.111322,0.111653,0.111971,0.112613,0.112383,0.112882,0.112908,0.113119,0.11343,0.113743,0.114004,0.114713,0.114364,0.115248,0.115072,0.115302,0.115522,0.115866,0.116261,0.116639,0.117099,0.116974,0.117528,0.117868,0.118094,0.118476,0.118581,0.11914,0.119523,0.119759,0.120051,0.120471,0.120106,0.120463,0.121179,0.121336
0.25,"White",3,"Un_0052 1/1",0.141364,0.113517,0.111251,0.110044,0.109207,0.108816,0.108001,0.107551,0.107335,0.107174,0.106648,0.106783,0.106532,0.106412,0.106178,0.106468,0.106269,0.106187,0.105881,0.10576,0.106159,0.106012,0.106228,0.105937,0.106463,0.106268,0.106403,0.106325,0.106337,0.10664,0.107052,0.106892,0.107007,0.107783,0.107835,0.108259,0.108512,0.108714,0.109138,0.109496,0.109877,0.109949,0.110555,0.110942,0.111652,0.112514,0.112517,0.113425,0.114229,0.114903,0.115357,0.115921,0.116418,0.117449,0.118441,0.119615,0.120625,0.122461,0.123679,0.125259,0.127153,0.129187,0.131155,0.134069,0.13709,0.140358,0.14332,0.147308,0.151849,0.156627,0.161834,0.166726,0.172231,0.177948,0.184368,0.191499,0.198108,0.205955,0.213351,0.221192,0.229153,0.236636,0.244256,0.251654,0.26031,0.267408,0.275673,0.282186,0.28971,0.2949,0.300682,0.305646,0.310591,0.315446,0.318291,0.321442,0.324511,0.327135,0.328474,0.330085,0.332375,0.334849,0.338115,0.339774,0.341211,0.343112,0.345181,0.348486,0.349586
0.125,"White",3,"Un_0053 1/1",0.126653,0.104412,0.102163,0.103595,0.100718,0.0965867,0.093635,0.0921316,0.0916603,0.0910237,0.0907791,0.0906947,0.0905911,0.0901137,0.0902399,0.0902716,0.0899754,0.0899893,0.0895625,0.0898234,0.0900509,0.0898619,0.0901592,0.0904666,0.0910396,0.091537,0.0924408,0.0932359,0.0945967,0.0961857,0.0981875,0.100478,0.103763,0.107255,0.111147,0.115006,0.120359,0.125868,0.132328,0.139343,0.146935,0.154851,0.163395,0.172314,0.182673,0.19014,0.199204,0.20882,0.218502,0.229443,0.239209,0.248385,0.258417,0.267476,0.276881,0.285502,0.294948,0.30475,0.312769,0.322807,0.330238,0.339886,0.347791,0.357774,0.365102,0.372647,0.382708,0.387637,0.395998,0.405594,0.411075,0.417712,0.42453,0.427936,0.433581,0.438964,0.441315,0.445843,0.448701,0.451471,0.452637,0.45552,0.456877,0.459534,0.461636,0.461082,0.462733,0.463294,0.464404,0.464867,0.466272,0.466495,0.466696,0.467548,0.467865,0.467928,0.468451,0.468253,0.469102,0.469827,0.469169,0.468987,0.46966,0.469625,0.469646,0.469226,0.468988,0.469537,0.469377
0.0625,"White",3,"Un_0054 1/1",0.110457,0.0868919,0.0852154,0.0839824,0.0833206,0.0829484,0.0823337,0.0820129,0.0817621,0.0819526,0.0817164,0.081798,0.0816617,0.0813571,0.081592,0.0815707,0.0815111,0.0816606,0.0816293,0.0819821,0.0822518,0.082401,0.0828712,0.0835093,0.0845372,0.0856545,0.087317,0.0887096,0.0912728,0.0940242,0.0978356,0.10229,0.106693,0.112749,0.119016,0.125686,0.133121,0.141321,0.149574,0.158968,0.169388,0.179825,0.188878,0.198028,0.208126,0.220407,0.230287,0.239599,0.249567,0.259693,0.267922,0.277509,0.28635,0.29598,0.304501,0.313984,0.322621,0.332292,0.341134,0.349203,0.357328,0.36727,0.377083,0.386987,0.395921,0.404999,0.415919,0.42327,0.430323,0.438083,0.442173,0.445527,0.450732,0.454439,0.457233,0.461651,0.463036,0.465866,0.467591,0.469199,0.469797,0.470657,0.472773,0.473086,0.474725,0.475485,0.476279,0.475738,0.476857,0.47723,0.477834,0.478368,0.478517,0.478617,0.479481,0.479422,0.479719,0.479205,0.478965,0.479106,0.47882,0.478709,0.47936,0.479938,0.480589,0.479903,0.480461,0.481381,0.481517
0.03125,"White",3,"Un_0055 1/1",0.107404,0.0917691,0.0894819,0.0879123,0.0871011,0.0863677,0.0858242,0.0853101,0.0846187,0.084614,0.0842354,0.0840989,0.0838091,0.0837482,0.0834671,0.0834447,0.082991,0.0831336,0.0830017,0.0829215,0.083195,0.0835279,0.0839556,0.0847895,0.0861156,0.0873853,0.0894108,0.0916648,0.0951119,0.0990341,0.103986,0.108774,0.114621,0.12241,0.129307,0.136797,0.14531,0.153176,0.161431,0.170259,0.181316,0.191577,0.203463,0.215027,0.226504,0.236388,0.245936,0.254405,0.262431,0.270054,0.277806,0.284805,0.293036,0.299954,0.307306,0.314968,0.321501,0.330089,0.336786,0.344351,0.351381,0.358534,0.365958,0.373706,0.380847,0.387098,0.395592,0.402065,0.408002,0.413777,0.419655,0.425655,0.431064,0.432492,0.437036,0.442889,0.447451,0.451445,0.455679,0.458584,0.461656,0.464278,0.467846,0.470005,0.472359,0.474474,0.47885,0.480765,0.482558,0.483969,0.487126,0.487523,0.489019,0.491187,0.492509,0.49366,0.494906,0.496062,0.49756,0.498796,0.500187,0.500612,0.503085,0.504138,0.505881,0.506735,0.50853,0.509782,0.511973
0,"White",3,"Un_0056 1/1",0.1255,0.11561,0.111398,0.108894,0.108964,0.109061,0.108597,0.109023,0.10912,0.109533,0.109717,0.109565,0.109441,0.109426,0.109325,0.109956,0.110271,0.110225,0.110847,0.111643,0.114507,0.11681,0.117412,0.117992,0.11978,0.121218,0.124672,0.127479,0.131882,0.135889,0.142909,0.148203,0.155935,0.164987,0.172553,0.182244,0.192064,0.202793,0.213947,0.228147,0.240816,0.255006,0.269801,0.279736,0.291621,0.302794,0.314126,0.325177,0.337217,0.348392,0.358134,0.367873,0.379661,0.390603,0.403429,0.415099,0.427846,0.440208,0.449831,0.46151,0.470996,0.480087,0.48694,0.494084,0.5021,0.508297,0.513325,0.518095,0.523162,0.526695,0.529701,0.532321,0.535069,0.536719,0.537981,0.539694,0.541112,0.541482,0.542003,0.541949,0.541832,0.543546,0.544502,0.544929,0.545587,0.546253,0.545852,0.545771,0.545196,0.545739,0.546018,0.545745,0.545453,0.545655,0.545147,0.545532,0.546123,0.546622,0.546909,0.547144,0.546263,0.547309,0.549063,0.550201,0.550251,0.550193,0.549877,0.550887,0.550808
2,"White_w_o",1,"Un_0057 1/1",0.118241,0.0951641,0.0921931,0.0902418,0.0894259,0.0896084,0.0893334,0.0894316,0.0894101,0.0905815,0.0908528,0.0908251,0.091045,0.0913826,0.09123,0.0911385,0.091304,0.0913866,0.0913138,0.0910706,0.0911208,0.0912641,0.0913129,0.0914315,0.0918579,0.0917514,0.0917693,0.0916444,0.0917058,0.0917931,0.092086,0.0921498,0.0918159,0.0920366,0.0922527,0.0919965,0.0927823,0.0927227,0.0929053,0.092956,0.0929619,0.0930799,0.0933949,0.0935397,0.0933575,0.0933448,0.0937144,0.0936793,0.0939164,0.0940773,0.0941703,0.0944815,0.0936992,0.0939825,0.0941086,0.0943624,0.0942152,0.094855,0.094625,0.0948474,0.0944817,0.0944331,0.0943925,0.0944914,0.0948067,0.0946843,0.0948069,0.0948396,0.0948324,0.0949015,0.0949623,0.0952439,0.095114,0.0950533,0.0951393,0.095293,0.0953382,0.0953869,0.0955852,0.0958809,0.0954286,0.0956499,0.0956712,0.0956309,0.0960703,0.0961367,0.0961645,0.0955904,0.0956655,0.0955918,0.0958406,0.0955402,0.0957905,0.095992,0.0962151,0.0965774,0.0960111,0.0962551,0.0961681,0.0964321,0.0963325,0.0962976,0.09687,0.0967792,0.0964231,0.0962028,0.0959072,0.0963127,0.0965581
1,"White_w_o",1,"Un_0058 1/1",0.162217,0.11928,0.116796,0.115814,0.115063,0.114477,0.11459,0.114165,0.113576,0.114497,0.113961,0.113668,0.113511,0.113353,0.113245,0.113416,0.112898,0.112581,0.112605,0.112424,0.112342,0.112611,0.112244,0.112532,0.112355,0.112263,0.11248,0.112302,0.11218,0.112243,0.112096,0.112253,0.112385,0.112195,0.112387,0.112095,0.112086,0.112358,0.112455,0.112387,0.112319,0.112061,0.112209,0.112491,0.112367,0.112134,0.112113,0.112297,0.11231,0.112386,0.112343,0.112411,0.112476,0.112012,0.112038,0.112242,0.112187,0.112502,0.112387,0.112297,0.112205,0.111973,0.111691,0.11165,0.112152,0.112069,0.111949,0.111676,0.111717,0.111877,0.112124,0.112142,0.11177,0.111983,0.111707,0.112039,0.111972,0.111702,0.11201,0.111656,0.11151,0.111804,0.111796,0.111443,0.112207,0.111926,0.111949,0.111397,0.111834,0.111316,0.11146,0.111606,0.111603,0.111737,0.11164,0.111493,0.111603,0.111413,0.111193,0.111568,0.111562,0.111598,0.111655,0.111447,0.112036,0.110936,0.111216,0.110998,0.111467
0.5,"White_w_o",1,"Un_0059 1/1",0.129263,0.107753,0.105945,0.104001,0.102941,0.102187,0.101416,0.101397,0.101219,0.100994,0.100496,0.100739,0.100393,0.099967,0.100334,0.100111,0.100104,0.0997577,0.100037,0.0996897,0.0994876,0.0996767,0.0992871,0.0997934,0.0996907,0.100037,0.099772,0.0994369,0.0994078,0.0993006,0.0996439,0.0990799,0.0994103,0.0995368,0.0991945,0.0993717,0.0995541,0.0997616,0.0995617,0.0995803,0.0991904,0.0991633,0.0993335,0.0994858,0.0994571,0.0992628,0.0995268,0.0992979,0.100039,0.0994405,0.0996132,0.0993723,0.0997879,0.0992885,0.0996382,0.0992572,0.0997703,0.100228,0.0999402,0.100098,0.099687,0.0996451,0.0997025,0.099846,0.0996044,0.100021,0.0997956,0.0998305,0.0997311,0.0998317,0.100231,0.0998703,0.0999413,0.0996778,0.0999285,0.0999632,0.100185,0.100154,0.09994,0.100366,0.100041,0.100195,0.100145,0.100232,0.100234,0.100419,0.100448,0.100156,0.100048,0.0999712,0.100523,0.100095,0.100287,0.100617,0.100379,0.100527,0.100489,0.100422,0.100453,0.100762,0.100374,0.100425,0.100717,0.100901,0.100657,0.100318,0.100135,0.100115,0.100243
0.25,"White_w_o",1,"Un_0060 1/1",0.127487,0.106546,0.103936,0.10259,0.101617,0.100863,0.100143,0.0997613,0.0995929,0.0996324,0.0991499,0.0991556,0.0989584,0.0988166,0.0988343,0.0986687,0.0983289,0.0987856,0.0984562,0.0984493,0.098528,0.0986102,0.0986152,0.0986502,0.09907,0.0987722,0.0987249,0.0984999,0.0987276,0.0987588,0.0986432,0.0985396,0.098538,0.0986261,0.0984405,0.0988065,0.0991262,0.0989474,0.0988518,0.0987392,0.0989503,0.0987641,0.0986399,0.0988752,0.0988085,0.0989589,0.0987614,0.0985769,0.098997,0.0991195,0.0988194,0.0984089,0.0985949,0.0983147,0.0985644,0.0987575,0.0984279,0.0988697,0.099046,0.0987621,0.0985542,0.0988437,0.0983248,0.0987934,0.0982951,0.0982847,0.0983817,0.0982613,0.0985661,0.0986585,0.098508,0.0984362,0.0982805,0.0982757,0.0981498,0.0983952,0.0982037,0.0984324,0.0984114,0.0981811,0.0983108,0.0980763,0.0982394,0.0982425,0.0982093,0.0987031,0.0983981,0.0982109,0.0978452,0.0980683,0.0982768,0.0980709,0.0981626,0.0980538,0.0980288,0.0978516,0.0981658,0.0981352,0.0979367,0.09802,0.0981592,0.0980073,0.0981606,0.0978969,0.0981168,0.0977036,0.0974337,0.0974718,0.0976313
0.125,"White_w_o",1,"Un_0061 1/1",0.113169,0.0952532,0.093088,0.0919132,0.091253,0.0905889,0.0898326,0.0896778,0.0893983,0.0892262,0.0890176,0.0888584,0.0890724,0.0885345,0.0886391,0.0887301,0.0880885,0.0882871,0.0878454,0.0878112,0.0878564,0.0875895,0.0876315,0.0878886,0.0877505,0.0876883,0.08771,0.0872202,0.0870943,0.0871484,0.0870301,0.0872112,0.0871818,0.0874032,0.0869,0.0869967,0.0871635,0.0868328,0.0869148,0.0868951,0.086596,0.0866665,0.0868315,0.0863131,0.0861137,0.0862736,0.0862722,0.0859557,0.0864111,0.0863707,0.0860311,0.0855898,0.0857547,0.0857194,0.0856183,0.0855809,0.0854104,0.0863018,0.0855878,0.0858211,0.0853195,0.0854111,0.0854662,0.0853251,0.0853218,0.0850688,0.0849288,0.0850625,0.0850525,0.0851347,0.0850341,0.0850714,0.0848599,0.0845849,0.0847211,0.0849242,0.0845546,0.0848325,0.0847161,0.0845772,0.0845202,0.0844182,0.0845982,0.0843739,0.0846379,0.0846342,0.084363,0.0839794,0.0841408,0.0840275,0.0840726,0.0841503,0.0841885,0.0841844,0.0842254,0.0840351,0.0840654,0.0838365,0.0839685,0.0838817,0.0841554,0.0838763,0.0838355,0.0839326,0.0839979,0.0832445,0.0833496,0.083215,0.0834918
0.0625,"White_w_o",1,"Un_0062 1/1",0.115706,0.0984869,0.0963836,0.0956881,0.0949505,0.0943798,0.0937782,0.0937094,0.0933823,0.0931137,0.0928535,0.0930231,0.0928509,0.0929036,0.093157,0.0929096,0.0932704,0.0934347,0.0932192,0.0935476,0.0932748,0.0935447,0.0937511,0.0936967,0.0939398,0.0942891,0.0941188,0.0939233,0.0938678,0.0943616,0.0943826,0.0941978,0.0946329,0.0946146,0.0946334,0.0946775,0.0950539,0.0949496,0.0954642,0.0953703,0.0955882,0.0957784,0.0958757,0.0959473,0.0961021,0.0961745,0.0961805,0.0963797,0.0966596,0.0968509,0.0970864,0.096971,0.0972311,0.0971399,0.0972841,0.0972172,0.0977637,0.0981422,0.0979937,0.0981615,0.0977535,0.0983698,0.0980817,0.0988592,0.0987248,0.098695,0.09852,0.0988214,0.0988869,0.0992679,0.0991983,0.0992984,0.0993695,0.0994784,0.0997561,0.0998612,0.0999674,0.100176,0.0999998,0.100534,0.100616,0.100346,0.100593,0.100673,0.101227,0.101356,0.101434,0.101183,0.101045,0.101588,0.101378,0.101482,0.101698,0.101788,0.102136,0.101637,0.102038,0.102037,0.102263,0.102688,0.102563,0.102491,0.102711,0.102933,0.103135,0.102702,0.10294,0.102849,0.103068
0.03125,"White_w_o",1,"Un_0063 1/1",0.0980315,0.0948612,0.093338,0.0926151,0.0922073,0.0915974,0.0907651,0.0906647,0.090771,0.0903521,0.090273,0.0902369,0.0902481,0.0901668,0.0898091,0.0897166,0.0896202,0.0893954,0.0893493,0.0894166,0.0894093,0.089183,0.0891224,0.0887429,0.0888711,0.0890131,0.089067,0.0886389,0.0888861,0.0888605,0.0888765,0.0886393,0.0888363,0.0892338,0.0888137,0.0890072,0.0891204,0.0894848,0.0892107,0.0889752,0.0889704,0.0890504,0.0893168,0.0891612,0.0893394,0.089017,0.0886603,0.0890579,0.0890041,0.0890143,0.0891311,0.088663,0.0886268,0.0886903,0.08834,0.0886784,0.0887626,0.0888102,0.0889222,0.0889047,0.0886369,0.088642,0.0885174,0.0885011,0.0884061,0.088456,0.088731,0.0883921,0.088454,0.0882917,0.0885419,0.0884759,0.0882175,0.0882904,0.08814,0.0884792,0.0881582,0.0884324,0.088429,0.0881983,0.0884851,0.087889,0.0881957,0.0882445,0.0883691,0.0885762,0.0885476,0.0882872,0.0880531,0.088167,0.0880586,0.0879395,0.0879955,0.0879743,0.0883838,0.088066,0.0881716,0.0882072,0.0879455,0.0881088,0.0880867,0.0879049,0.0883427,0.0882856,0.0879555,0.0877344,0.0875727,0.08759,0.0875807
0,"White_w_o",1,"Un_0064 1/1",0.104463,0.0806738,0.0786701,0.0772204,0.0761314,0.0758809,0.0750184,0.0748516,0.0745784,0.0746552,0.0743699,0.0742533,0.0741857,0.0738068,0.0737678,0.0735161,0.0737302,0.0732175,0.0734663,0.0732397,0.0731763,0.0731674,0.0734182,0.0732925,0.0728707,0.0729419,0.0733908,0.0726749,0.0727727,0.0727268,0.072894,0.0726576,0.0726529,0.0728584,0.072876,0.0730462,0.0729738,0.0728997,0.0731268,0.0731875,0.0727955,0.0729408,0.0726666,0.0728733,0.0729643,0.072884,0.0730856,0.0728563,0.0732599,0.0730827,0.0728583,0.072947,0.0729426,0.0726363,0.0731068,0.0729977,0.0730989,0.0731932,0.0728098,0.0732913,0.0726637,0.0726526,0.072841,0.0728698,0.0725942,0.0726845,0.0728405,0.0728361,0.0726062,0.072989,0.0726849,0.0727097,0.0725391,0.0727207,0.07268,0.0729086,0.0728641,0.0729387,0.0725636,0.0730531,0.0728958,0.0727316,0.0726054,0.0727218,0.072723,0.0732068,0.0730058,0.0725433,0.072853,0.0725079,0.0726747,0.0726414,0.0726579,0.0727124,0.0727269,0.0724689,0.0726117,0.0729138,0.0727914,0.0727224,0.0729143,0.0726976,0.0730368,0.072722,0.0727684,0.0722604,0.0723394,0.0722672,0.0727843
2,"Elution",1,"Un_0065 1/1",0.10113,0.0825335,0.0800097,0.0783311,0.0772432,0.0764503,0.075442,0.0754956,0.0745679,0.0746218,0.0746608,0.0740404,0.0743579,0.0740298,0.0741395,0.0737529,0.0740714,0.0740352,0.0737973,0.0738782,0.0745482,0.0751192,0.0757568,0.0767683,0.0787936,0.0834519,0.0839216,0.087779,0.0927408,0.0987701,0.108318,0.1145,0.131833,0.134475,0.144639,0.158477,0.170851,0.19374,0.208246,0.237958,0.26786,0.290867,0.305779,0.317714,0.331031,0.345017,0.357535,0.371576,0.38519,0.396193,0.40647,0.418035,0.42795,0.437013,0.447906,0.455047,0.466625,0.474827,0.482089,0.488714,0.494491,0.500775,0.504252,0.507793,0.511485,0.514098,0.516154,0.518916,0.520811,0.522174,0.523296,0.525538,0.525701,0.525859,0.526209,0.527812,0.528208,0.527954,0.528799,0.528513,0.528791,0.52794,0.527613,0.526661,0.527102,0.526418,0.526007,0.525544,0.524915,0.524669,0.524698,0.524384,0.52445,0.524106,0.523828,0.523949,0.523169,0.522919,0.522892,0.52319,0.522768,0.522303,0.521684,0.521707,0.521361,0.520825,0.520412,0.520926,0.520905
1,"Elution",1,"Un_0066 1/1",0.118267,0.0849757,0.083442,0.0825334,0.0813337,0.0808892,0.0804644,0.0800861,0.0794731,0.0796256,0.0791159,0.0787772,0.0788634,0.0787814,0.0784957,0.0780556,0.077835,0.0783022,0.0778884,0.0784432,0.0784884,0.079143,0.0798307,0.0809779,0.0824845,0.0846005,0.0872689,0.0909589,0.0952785,0.100369,0.107062,0.11452,0.129941,0.132574,0.143997,0.159603,0.166863,0.186163,0.204278,0.223504,0.248282,0.261489,0.276057,0.290459,0.307604,0.321904,0.334186,0.347686,0.361385,0.373908,0.38469,0.395832,0.40882,0.422258,0.434332,0.444505,0.455263,0.465724,0.474697,0.482651,0.493964,0.500394,0.508763,0.517128,0.524126,0.528662,0.536389,0.539054,0.541747,0.545474,0.547289,0.549693,0.551363,0.553078,0.55425,0.554709,0.555121,0.555235,0.555861,0.556046,0.555348,0.556747,0.55615,0.555314,0.555754,0.554669,0.554444,0.554603,0.553844,0.553571,0.553397,0.553182,0.552442,0.552646,0.552314,0.552062,0.551789,0.551299,0.550938,0.551116,0.550954,0.550606,0.549825,0.54952,0.549335,0.547939,0.547832,0.547686,0.547631
0.5,"Elution",1,"Un_0067 1/1",0.0950349,0.0847372,0.0821652,0.0806202,0.0795956,0.078975,0.078685,0.07799,0.0779836,0.0774929,0.0775172,0.0772087,0.0769799,0.0771497,0.0773996,0.0776035,0.0775482,0.077466,0.0775731,0.0776089,0.0776526,0.0786121,0.0789494,0.0800785,0.0816492,0.0836093,0.086558,0.089872,0.0972264,0.0997546,0.105475,0.113975,0.120478,0.128859,0.138645,0.149342,0.160963,0.174799,0.193868,0.210782,0.227539,0.240687,0.257299,0.276108,0.294806,0.305787,0.321825,0.333659,0.346252,0.360123,0.374574,0.386216,0.399836,0.411496,0.425547,0.436576,0.446962,0.457687,0.467539,0.478186,0.487645,0.495833,0.506807,0.516784,0.52617,0.532852,0.540058,0.546517,0.552166,0.555578,0.558253,0.561889,0.565086,0.564574,0.565704,0.567871,0.567272,0.567998,0.567908,0.56838,0.56825,0.568669,0.568078,0.567494,0.566637,0.566926,0.566844,0.565768,0.565125,0.564551,0.563981,0.563213,0.563272,0.563017,0.562341,0.561488,0.561383,0.560464,0.560139,0.559667,0.559521,0.55861,0.558696,0.557511,0.556995,0.55648,0.556142,0.555896,0.555529
0.25,"Elution",1,"Un_0068 1/1",0.100816,0.0880722,0.0859575,0.0846441,0.0837142,0.0830038,0.082451,0.081868,0.0816102,0.081376,0.0810878,0.0805479,0.0807241,0.0803422,0.0803096,0.0802317,0.0808156,0.0807419,0.0812339,0.0810506,0.0813302,0.0818412,0.0824477,0.0832151,0.0847897,0.0866755,0.0889028,0.091982,0.0961511,0.0997366,0.105983,0.112072,0.119186,0.12752,0.136964,0.147241,0.160883,0.169604,0.182734,0.199708,0.214664,0.225492,0.239795,0.25336,0.268205,0.278554,0.291532,0.303,0.316143,0.330401,0.341856,0.354455,0.365936,0.378732,0.391406,0.403679,0.415839,0.428468,0.43947,0.450459,0.461774,0.471436,0.479434,0.490649,0.497266,0.504682,0.512402,0.517374,0.533883,0.532423,0.536156,0.537738,0.542409,0.542932,0.54493,0.546675,0.548156,0.548572,0.55266,0.553358,0.554033,0.555315,0.55524,0.554953,0.555253,0.554713,0.555506,0.5551,0.555478,0.55516,0.554755,0.554264,0.554205,0.553699,0.553169,0.553168,0.55266,0.551363,0.551439,0.551239,0.550817,0.55062,0.550369,0.550147,0.549244,0.549613,0.549472,0.549494,0.549438
0.125,"Elution",1,"Un_0069 1/1",0.104222,0.0879531,0.0861544,0.0854839,0.0850583,0.0849893,0.0843327,0.0841945,0.084081,0.0838937,0.0840661,0.0840697,0.0842172,0.0844458,0.0843627,0.0841533,0.0843057,0.0845859,0.0845773,0.0847017,0.0850786,0.0857083,0.0864078,0.0877846,0.0889419,0.0908428,0.093258,0.0966104,0.10041,0.105038,0.111127,0.117459,0.125532,0.132751,0.142076,0.151037,0.162673,0.173217,0.184854,0.196339,0.210803,0.226742,0.239953,0.250639,0.263861,0.269902,0.28107,0.291756,0.302979,0.312319,0.321743,0.33209,0.341422,0.351786,0.361929,0.373013,0.381172,0.392072,0.401571,0.410991,0.419413,0.426818,0.435048,0.442705,0.449983,0.455674,0.461093,0.464713,0.468085,0.474987,0.477083,0.480609,0.483905,0.486417,0.489145,0.491445,0.493135,0.493954,0.495749,0.496711,0.496697,0.49814,0.497981,0.498449,0.499399,0.499019,0.500077,0.500059,0.50049,0.501205,0.501775,0.501893,0.501693,0.502462,0.502516,0.502882,0.502695,0.502659,0.502322,0.502966,0.503339,0.503081,0.503808,0.503374,0.503407,0.50311,0.503333,0.503511,0.503941
